fight date,fight weightclass,win method,rounds,time,Winner,Loser
"October 29, 2011",Middleweight,U-DEC,3,5:00,Francis Carmont,Chris Camozzi
"October 29, 2011",Middleweight,U-DEC,3,5:00,Clifford Starks,Dustin Jacoby
"October 08, 2011",Lightweight,KO/TKO,4,3:54,Frankie Edgar,Gray Maynard
"October 08, 2011",Featherweight,U-DEC,5,5:00,Jose Aldo,Kenny Florian
"October 08, 2011",Middleweight,SUB,2,3:51,Chael Sonnen,Brian Stann
"October 08, 2011",Featherweight,U-DEC,3,5:00,Nam Phan,Leonard Garcia
"October 08, 2011",Lightweight,SUB,1,0:47,Joe Lauzon,Melvin Guillard
"October 08, 2011",Middleweight,U-DEC,3,5:00,Demian Maia,Jorge Santiago
"October 08, 2011",Lightweight,S-DEC,3,5:00,Anthony Pettis,Jeremy Stephens
"October 08, 2011",Heavyweight,U-DEC,3,5:00,Stipe Miocic,Joey Beltran
"October 08, 2011",Featherweight,U-DEC,3,5:00,Darren Elkins,Zhang Tiequan
"October 08, 2011",Middleweight,U-DEC,3,5:00,Aaron Simpson,Eric Schafer
"October 08, 2011",Middleweight,U-DEC,3,5:00,Mike Massenzio,Steve Cantwell
"October 01, 2011",Bantamweight,U-DEC,5,5:00,Dominick Cruz,Demetrious Johnson
"October 01, 2011",Heavyweight,SUB,2,3:22,Stefan Struve,Pat Barry
"October 01, 2011",Welterweight,KO/TKO,1,2:49,Anthony Johnson,Charlie Brenneman
"October 01, 2011",Lightweight,U-DEC,3,5:00,Matt Wiman,Mac Danzig
"October 01, 2011",Lightweight,KO/TKO,2,2:44,Yves Edwards,Rafaello Oliveira
"October 01, 2011",Lightweight,SUB,1,3:00,Paul Sass,Michael Johnson
"October 01, 2011",Bantamweight,KO/TKO,2,4:52,Mike Easton,Byron Bloodworth
"October 01, 2011",Lightweight,SUB,3,2:12,TJ Grant,Shane Roller
"October 01, 2011",Welterweight,KO/TKO,2,5:00,Josh Neer,Keith Wisniewski
"October 01, 2011",Bantamweight,KO/TKO,1,1:17,Walel Watson,Joseph Sandoval
"September 24, 2011",Light Heavyweight,SUB,4,1:14,Jon Jones,Quinton Jackson
"September 24, 2011",Welterweight,KO/TKO,1,4:59,Josh Koscheck,Matt Hughes
"September 24, 2011",Heavyweight,U-DEC,3,5:00,Mark Hunt,Ben Rothwell
"September 24, 2011",Heavyweight,U-DEC,3,5:00,Travis Browne,Rob Broughton
"September 24, 2011",Lightweight,SUB,1,4:27,Nate Diaz,Takanori Gomi
"September 24, 2011",Lightweight,KO/TKO,1,5:00,Tony Ferguson,Aaron Riley
"September 24, 2011",Middleweight,U-DEC,3,5:00,Tim Boetsch,Nick Ring
"September 24, 2011",Featherweight,U-DEC,3,5:00,Junior Assuncao,Eddie Yagin
"September 24, 2011",Bantamweight,KO/TKO,2,4:30,Takeya Mizugaki,Cole Escovedo
"September 24, 2011",Light Heavyweight,KO/TKO,1,0:47,James Te Huna,Ricardo Romero
"September 17, 2011",Welterweight,KO/TKO,1,0:53,Jake Ellenberger,Jake Shields
"September 17, 2011",Middleweight,U-DEC,3,5:00,Court McGee,Dongi Yang
"September 17, 2011",Featherweight,U-DEC,3,5:00,Erik Koch,Jonathan Brookins
"September 17, 2011",Middleweight,KO/TKO,1,3:48,Alan Belcher,Jason MacDonald
"September 17, 2011",Lightweight,SUB,2,3:49,Vagner Rocha,Cody McKenzie
"September 17, 2011",Lightweight,U-DEC,3,5:00,Evan Dunham,Shamar Bailey
"September 17, 2011",Welterweight,U-DEC,3,5:00,Lance Benoist,Matthew Riddle
"September 17, 2011",Bantamweight,SUB,1,2:40,Ken Stone,Donny Walker
"September 17, 2011",Welterweight,SUB,2,1:12,Seth Baczynski,Clay Harvison
"September 17, 2011",Welterweight,SUB,1,3:52,TJ Waldburger,Mike Stumpf
"September 17, 2011",Featherweight,U-DEC,3,5:00,Robert Peralta,Mike Lullo
"September 17, 2011",Welterweight,U-DEC,3,5:00,Justin Edwards,Jorge Lopez
"August 27, 2011",Middleweight,KO/TKO,2,2:04,Anderson Silva,Yushin Okami
"August 27, 2011",Light Heavyweight,KO/TKO,1,1:53,Mauricio Rua,Forrest Griffin
"August 27, 2011",Lightweight,S-DEC,3,5:00,Edson Barboza,Ross Pearson
"August 27, 2011",Heavyweight,KO/TKO,1,3:09,Antonio Rodrigo Nogueira,Brendan Schaub
"August 27, 2011",Light Heavyweight,KO/TKO,1,4:13,Stanislav Nedkov,Luiz Cane
"August 27, 2011",Lightweight,KO/TKO,2,2:51,Thiago Tavares,Spencer Fisher
"August 27, 2011",Middleweight,U-DEC,3,5:00,Rousimar Palhares,Dan Miller
"August 27, 2011",Welterweight,U-DEC,3,5:00,Paulo Thiago,David Mitchell
"August 27, 2011",Bantamweight,U-DEC,3,5:00,Raphael Assuncao,Johnny Eduardo
"August 27, 2011",Welterweight,KO/TKO,1,0:40,Erick Silva,Luis Ramos
"August 27, 2011",Featherweight,U-DEC,3,5:00,Iuri Alcantara,Felipe Arantes
"August 27, 2011",Bantamweight,S-DEC,3,5:00,Yves Jabouin,Ian Loveland
"August 14, 2011",Welterweight,SUB,3,4:16,Chris Lytle,Dan Hardy
"August 14, 2011",Lightweight,U-DEC,3,5:00,Benson Henderson,Jim Miller
"August 14, 2011",Lightweight,KO/TKO,1,3:01,Donald Cerrone,Charles Oliveira
"August 14, 2011",Welterweight,U-DEC,3,5:00,Duane Ludwig,Amir Sadollah
"August 14, 2011",Middleweight,KO/TKO,2,3:38,Jared Hamman,CB Dollaway
"August 14, 2011",Bantamweight,U-DEC,3,5:00,Joseph Benavidez,Eddie Wineland
"August 14, 2011",Middleweight,SUB,1,4:15,Ed Herman,Kyle Noke
"August 14, 2011",Light Heavyweight,U-DEC,3,5:00,Ronny Markes,Karlos Vemola
"August 14, 2011",Featherweight,SUB,2,3:12,Jimy Hettes,Alex Caceres
"August 14, 2011",Lightweight,SUB,2,2:38,Cole Miller,TJ O'Brien
"August 14, 2011",Lightweight,U-DEC,3,5:00,Jacob Volkmann,Danny Castillo
"August 14, 2011",Bantamweight,KO/TKO,2,0:50,Edwin Figueroa,Jason Reinhardt
"August 06, 2011",Light Heavyweight,KO/TKO,2,4:48,Rashad Evans,Tito Ortiz
"August 06, 2011",Middleweight,KO/TKO,1,1:52,Vitor Belfort,Yoshihiro Akiyama
"August 06, 2011",Welterweight,KO/TKO,1,4:28,Brian Ebersole,Dennis Hallman
"August 06, 2011",Middleweight,S-DEC,3,5:00,Constantinos Philippou,Jorge Rivera
"August 06, 2011",Welterweight,KO/TKO,1,3:54,Rory MacDonald,Mike Pyle
"August 06, 2011",Light Heavyweight,KO/TKO,2,3:34,Alexander Gustafsson,Matt Hamill
"August 06, 2011",Featherweight,U-DEC,3,5:00,Chad Mendes,Rani Yahya
"August 06, 2011",Bantamweight,U-DEC,3,5:00,Ivan Menjivar,Nick Pace
"August 06, 2011",Welterweight,S-DEC,3,5:00,Johny Hendricks,Mike Pierce
"August 06, 2011",Featherweight,U-DEC,3,5:00,Mike Brown,Nam Phan
"August 06, 2011",Middleweight,U-DEC,3,5:00,Rafael Natal,Paul Bradley
"July 02, 2011",Bantamweight,U-DEC,5,5:00,Dominick Cruz,Urijah Faber
"July 02, 2011",Middleweight,KO/TKO,1,0:27,Chris Leben,Wanderlei Silva
"July 02, 2011",Lightweight,U-DEC,3,5:00,Dennis Siver,Matt Wiman
"July 02, 2011",Light Heavyweight,SUB,1,1:56,Tito Ortiz,Ryan Bader
"July 02, 2011",Welterweight,KO/TKO,1,2:58,Carlos Condit,Dong Hyun Kim
"July 02, 2011",Lightweight,KO/TKO,1,2:12,Melvin Guillard,Shane Roller
"July 02, 2011",Lightweight,KO/TKO,1,0:59,Rafael Dos Anjos,George Sotiropoulos
"July 02, 2011",Bantamweight,U-DEC,3,5:00,Brian Bowles,Takeya Mizugaki
"July 02, 2011",Middleweight,U-DEC,3,5:00,Aaron Simpson,Brad Tavares
"July 02, 2011",Lightweight,U-DEC,3,5:00,Anthony Njokuani,Andre Winner
"July 02, 2011",Bantamweight,U-DEC,3,5:00,Jeff Hougland,Donny Walker
"June 26, 2011",Heavyweight,KO/TKO,1,2:39,Cheick Kongo,Pat Barry
"June 26, 2011",Welterweight,U-DEC,3,5:00,Charlie Brenneman,Rick Story
"June 26, 2011",Welterweight,U-DEC,3,5:00,Matt Brown,John Howard
"June 26, 2011",Heavyweight,KO/TKO,2,4:28,Matt Mitrione,Christian Morecraft
"June 26, 2011",Featherweight,U-DEC,3,5:00,Tyson Griffin,Manvel Gamburyan
"June 26, 2011",Featherweight,U-DEC,3,5:00,Javier Vazquez,Joe Stevenson
"June 26, 2011",Lightweight,SUB,1,1:58,Joe Lauzon,Curt Warburton
"June 26, 2011",Welterweight,U-DEC,3,5:00,Rich Attonito,Daniel Roberts
"June 26, 2011",Lightweight,Overturned,2,1:48,Nik Lentz,Charles Oliveira
"June 26, 2011",Featherweight,KO/TKO,1,4:41,Ricardo Lamas,Matt Grice
"June 26, 2011",Lightweight,KO/TKO,1,4:42,Michael Johnson,Edward Faaloloto
"June 11, 2011",Heavyweight,U-DEC,3,5:00,Junior Dos Santos,Shane Carwin
"June 11, 2011",Featherweight,U-DEC,3,5:00,Kenny Florian,Diego Nunes
"June 11, 2011",Middleweight,U-DEC,3,5:00,Mark Munoz,Demian Maia
"June 11, 2011",Heavyweight,KO/TKO,2,3:19,Dave Herman,Jon Olav Einemo
"June 11, 2011",Lightweight,U-DEC,3,5:00,Donald Cerrone,Vagner Rocha
"June 11, 2011",Lightweight,KO/TKO,1,3:52,Sam Stout,Yves Edwards
"June 11, 2011",Middleweight,SUB,1,4:54,Chris Weidman,Jesse Bongfeldt
"June 11, 2011",Light Heavyweight,U-DEC,3,5:00,Krzysztof Soszynski,Mike Massenzio
"June 11, 2011",Middleweight,SUB,3,3:33,Nick Ring,James Head
"June 11, 2011",Featherweight,U-DEC,3,5:00,Dustin Poirier,Jason Young
"June 11, 2011",Heavyweight,KO/TKO,3,1:26,Joey Beltran,Aaron Rosa
"June 11, 2011",Featherweight,U-DEC,3,5:00,Darren Elkins,Michihiro Omigawa
"June 04, 2011",Welterweight,KO/TKO,1,3:54,Tony Ferguson,Ramsey Nijem
"June 04, 2011",Lightweight,U-DEC,3,5:00,Clay Guida,Anthony Pettis
"June 04, 2011",Middleweight,KO/TKO,1,0:48,Ed Herman,Tim Credeur
"June 04, 2011",Light Heavyweight,U-DEC,3,5:00,Kyle Kingsbury,Fabio Maldonado
"June 04, 2011",Welterweight,U-DEC,3,5:00,Chris Cope,Chuck O'Neil
"June 04, 2011",Lightweight,U-DEC,3,5:00,Jeremy Stephens,Danny Downes
"June 04, 2011",Featherweight,KO/TKO,3,3:14,George Roop,Josh Grispi
"June 04, 2011",Welterweight,U-DEC,3,5:00,Shamar Bailey,Ryan McGillivray
"June 04, 2011",Welterweight,S-DEC,3,5:00,Clay Harvison,Justin Edwards
"June 04, 2011",Bantamweight,KO/TKO,1,4:01,Scott Jorgensen,Ken Stone
"June 04, 2011",Bantamweight,SUB,3,1:57,Reuben Duran,Francisco Rivera
"May 28, 2011",Light Heavyweight,U-DEC,3,5:00,Quinton Jackson,Matt Hamill
"May 28, 2011",Heavyweight,U-DEC,3,5:00,Frank Mir,Roy Nelson
"May 28, 2011",Heavyweight,KO/TKO,1,4:11,Travis Browne,Stefan Struve
"May 28, 2011",Welterweight,U-DEC,3,5:00,Rick Story,Thiago Alves
"May 28, 2011",Middleweight,KO/TKO,2,4:29,Brian Stann,Jorge Santiago
"May 28, 2011",Bantamweight,U-DEC,3,5:00,Demetrious Johnson,Miguel Torres
"May 28, 2011",Middleweight,U-DEC,3,5:00,Tim Boetsch,Kendall Grove
"May 28, 2011",Lightweight,SUB,2,3:28,Gleison Tibau,Rafaello Oliveira
"May 28, 2011",Bantamweight,S-DEC,3,5:00,Michael McDonald,Chris Cariaso
"May 28, 2011",Bantamweight,U-DEC,3,5:00,Renan Barao,Cole Escovedo
"April 30, 2011",Welterweight,U-DEC,5,5:00,Georges St-Pierre,Jake Shields
"April 30, 2011",Featherweight,U-DEC,5,5:00,Jose Aldo,Mark Hominick
"April 30, 2011",Light Heavyweight,KO/TKO,2,1:05,Lyoto Machida,Randy Couture
"April 30, 2011",Light Heavyweight,KO/TKO,1,0:20,Vladimir Matyushenko,Jason Brilz
"April 30, 2011",Lightweight,U-DEC,3,5:00,Benson Henderson,Mark Bocek
"April 30, 2011",Welterweight,U-DEC,3,5:00,Rory MacDonald,Nate Diaz
"April 30, 2011",Welterweight,KO/TKO,1,2:42,Jake Ellenberger,Sean Pierson
"April 30, 2011",Welterweight,U-DEC,3,5:00,Claude Patrick,Daniel Roberts
"April 30, 2011",Bantamweight,KO/TKO,1,1:30,Ivan Menjivar,Charlie Valencia
"April 30, 2011",Middleweight,SUB,1,1:37,Jason MacDonald,Ryan Jensen
"April 30, 2011",Lightweight,KO/TKO,3,1:27,John Makdessi,Kyle Watson
"April 30, 2011",Featherweight,SUB,1,4:31,Pablo Garza,Yves Jabouin
"March 26, 2011",Light Heavyweight,U-DEC,3,5:00,Phil Davis,Rogerio Nogueira
"March 26, 2011",Welterweight,U-DEC,3,5:00,Anthony Johnson,Dan Hardy
"March 26, 2011",Welterweight,KO/TKO,2,3:27,Amir Sadollah,DaMarques Johnson
"March 26, 2011",Featherweight,SUB,2,4:59,Chan Sung Jung,Leonard Garcia
"March 26, 2011",Heavyweight,KO/TKO,2,5:00,Mike Russow,Jon Madsen
"March 26, 2011",Featherweight,SUB,1,3:18,Mackens Semerzier,Alex Caceres
"March 26, 2011",Welterweight,S-DEC,3,5:00,John Hathaway,Kris McCray
"March 26, 2011",Bantamweight,U-DEC,3,5:00,Michael McDonald,Edwin Figueroa
"March 26, 2011",Heavyweight,SUB,2,4:10,Christian Morecraft,Sean McCorkle
"March 26, 2011",Welterweight,KO/TKO,1,1:35,Johny Hendricks,TJ Waldburger
"March 26, 2011",Middleweight,U-DEC,3,5:00,Aaron Simpson,Mario Miranda
"March 26, 2011",Lightweight,SUB,3,2:24,Nik Lentz,Waylon Lowe
"March 19, 2011",Light Heavyweight,KO/TKO,3,2:37,Jon Jones,Mauricio Rua
"March 19, 2011",Bantamweight,U-DEC,3,5:00,Urijah Faber,Eddie Wineland
"March 19, 2011",Lightweight,KO/TKO,3,2:15,Jim Miller,Kamal Shalorus
"March 19, 2011",Middleweight,U-DEC,3,5:00,Nate Marquardt,Dan Miller
"March 19, 2011",Heavyweight,KO/TKO,3,3:44,Brendan Schaub,Mirko Filipovic
"March 19, 2011",Light Heavyweight,KO/TKO,1,2:15,Luiz Cane,Eliot Marshall
"March 19, 2011",Lightweight,U-DEC,3,5:00,Edson Barboza,Anthony Njokuani
"March 19, 2011",Welterweight,U-DEC,3,5:00,Mike Pyle,Ricardo Almeida
"March 19, 2011",Lightweight,S-DEC,3,5:00,Gleison Tibau,Kurt Pellegrino
"March 19, 2011",Bantamweight,U-DEC,3,5:00,Joseph Benavidez,Ian Loveland
"March 19, 2011",Catch Weight,U-DEC,3,5:00,Nick Catone,Constantinos Philippou
"March 19, 2011",Featherweight,KO/TKO,1,2:32,Erik Koch,Raphael Assuncao
"March 03, 2011",Welterweight,U-DEC,3,5:00,Diego Sanchez,Martin Kampmann
"March 03, 2011",Middleweight,KO/TKO,1,0:54,Mark Munoz,CB Dollaway
"March 03, 2011",Middleweight,U-DEC,3,5:00,Chris Weidman,Alessio Sakara
"March 03, 2011",Bantamweight,SUB,1,3:30,Brian Bowles,Damacio Page
"March 03, 2011",Light Heavyweight,U-DEC,3,5:00,Cyrille Diabate,Steve Cantwell
"March 03, 2011",Lightweight,U-DEC,3,5:00,Danny Castillo,Joe Stevenson
"March 03, 2011",Lightweight,KO/TKO,2,1:28,Shane Roller,Thiago Tavares
"March 03, 2011",Bantamweight,S-DEC,3,5:00,Takeya Mizugaki,Reuben Duran
"March 03, 2011",Middleweight,KO/TKO,2,4:47,Dongi Yang,Rob Kimmons
"March 03, 2011",Middleweight,SUB,2,1:44,Rousimar Palhares,David Branch
"March 03, 2011",Light Heavyweight,KO/TKO,1,5:00,Igor Pokrajac,Todd Brown
"February 26, 2011",Welterweight,M-DEC,3,5:00,BJ Penn,Jon Fitch
"February 26, 2011",Middleweight,KO/TKO,2,1:54,Michael Bisping,Jorge Rivera
"February 26, 2011",Lightweight,U-DEC,3,5:00,Dennis Siver,George Sotiropoulos
"February 26, 2011",Welterweight,U-DEC,3,5:00,Brian Ebersole,Chris Lytle
"February 26, 2011",Middleweight,SUB,1,1:35,Kyle Noke,Chris Camozzi
"February 26, 2011",Lightweight,U-DEC,3,5:00,Ross Pearson,Spencer Fisher
"February 26, 2011",Light Heavyweight,SUB,1,4:27,Alexander Gustafsson,James Te Huna
"February 26, 2011",Middleweight,U-DEC,3,5:00,Nick Ring,Riki Fukuda
"February 26, 2011",Light Heavyweight,SUB,1,2:45,Anthony Perosh,Tom Blackledge
"February 26, 2011",Featherweight,SUB,1,0:48,Zhang Tiequan,Jason Reinhardt
"February 26, 2011",Heavyweight,KO/TKO,2,1:41,Mark Hunt,Chris Tuchscherer
"February 26, 2011",Lightweight,U-DEC,3,5:00,Curt Warburton,Maciej Jewtuszko
"February 05, 2011",Middleweight,KO/TKO,1,3:25,Anderson Silva,Vitor Belfort
"February 05, 2011",Light Heavyweight,U-DEC,3,5:00,Forrest Griffin,Rich Franklin
"February 05, 2011",Light Heavyweight,SUB,2,4:20,Jon Jones,Ryan Bader
"February 05, 2011",Welterweight,S-DEC,3,5:00,Jake Ellenberger,Carlos Eduardo Rocha
"February 05, 2011",Bantamweight,U-DEC,3,5:00,Miguel Torres,Antonio Banuelos
"February 05, 2011",Lightweight,SUB,2,3:48,Donald Cerrone,Paul Kelly
"February 05, 2011",Featherweight,U-DEC,3,5:00,Chad Mendes,Michihiro Omigawa
"February 05, 2011",Bantamweight,U-DEC,3,5:00,Demetrious Johnson,Norifumi Yamamoto
"February 05, 2011",Lightweight,KO/TKO,2,1:42,Paul Taylor,Gabe Ruediger
"February 05, 2011",Light Heavyweight,KO/TKO,1,0:21,Kyle Kingsbury,Ricardo Romero
"February 05, 2011",Welterweight,KO/TKO,2,0:29,Mike Pierce,Kenny Robertson
"January 22, 2011",Lightweight,KO/TKO,1,2:58,Melvin Guillard,Evan Dunham
"January 22, 2011",Heavyweight,KO/TKO,1,2:59,Matt Mitrione,Tim Hague
"January 22, 2011",Featherweight,KO/TKO,1,1:28,Mark Hominick,George Roop
"January 22, 2011",Heavyweight,U-DEC,3,5:00,Pat Barry,Joey Beltran
"January 22, 2011",Lightweight,U-DEC,3,5:00,Matt Wiman,Cole Miller
"January 22, 2011",Lightweight,SUB,2,4:33,Yves Edwards,Cody McKenzie
"January 22, 2011",Welterweight,SUB,1,3:22,DaMarques Johnson,Mike Guymon
"January 22, 2011",Featherweight,U-DEC,3,5:00,Rani Yahya,Mike Brown
"January 22, 2011",Lightweight,U-DEC,3,5:00,Waylon Lowe,Willamy Freire
"January 22, 2011",Welterweight,U-DEC,3,5:00,Charlie Brenneman,Amilcar Alves
"January 22, 2011",Bantamweight,U-DEC,3,5:00,Chris Cariaso,Will Campuzano
"January 01, 2011",Lightweight,S-DEC,5,5:00,Frankie Edgar,Gray Maynard
"January 01, 2011",Middleweight,KO/TKO,1,3:37,Brian Stann,Chris Leben
"January 01, 2011",Light Heavyweight,Overturned,3,5:00,Brandon Vera,Thiago Silva
"January 01, 2011",Welterweight,U-DEC,3,5:00,Dong Hyun Kim,Nate Diaz
"January 01, 2011",Lightweight,SUB,2,4:27,Clay Guida,Takanori Gomi
"January 01, 2011",Lightweight,KO/TKO,3,2:33,Jeremy Stephens,Marcus Davis
"January 01, 2011",Featherweight,U-DEC,3,5:00,Dustin Poirier,Josh Grispi
"January 01, 2011",Middleweight,KO/TKO,1,4:20,Brad Tavares,Phil Baroni
"January 01, 2011",Featherweight,S-DEC,3,5:00,Diego Nunes,Mike Brown
"January 01, 2011",Welterweight,SUB,1,3:45,Daniel Roberts,Greg Soto
"January 01, 2011",Lightweight,S-DEC,3,5:00,Jacob Volkmann,Antonio McKee
"December 11, 2010",Welterweight,U-DEC,5,5:00,Georges St-Pierre,Josh Koscheck
"December 11, 2010",Heavyweight,KO/TKO,1,3:55,Stefan Struve,Sean McCorkle
"December 11, 2010",Lightweight,SUB,1,1:59,Jim Miller,Charles Oliveira
"December 11, 2010",Lightweight,KO/TKO,1,1:54,Mac Danzig,Joe Stevenson
"December 11, 2010",Welterweight,U-DEC,3,5:00,Thiago Alves,John Howard
"December 11, 2010",Middleweight,S-DEC,3,5:00,Dan Miller,Joe Doerksen
"December 11, 2010",Lightweight,SUB,1,2:33,Mark Bocek,Dustin Hazelett
"December 11, 2010",Middleweight,M-DEC,3,5:00,Jesse Bongfeldt,Rafael Natal
"December 11, 2010",Welterweight,U-DEC,3,5:00,Sean Pierson,Matthew Riddle
"December 11, 2010",Welterweight,U-DEC,3,5:00,Ricardo Almeida,TJ Grant
"December 11, 2010",Lightweight,U-DEC,3,5:00,John Makdessi,Pat Audinwood
"December 04, 2010",Lightweight,U-DEC,3,5:00,Jonathan Brookins,Michael Johnson
"December 04, 2010",Light Heavyweight,U-DEC,3,5:00,Stephan Bonnar,Igor Pokrajac
"December 04, 2010",Middleweight,U-DEC,3,5:00,Demian Maia,Kendall Grove
"December 04, 2010",Welterweight,U-DEC,3,5:00,Rick Story,Johny Hendricks
"December 04, 2010",Featherweight,S-DEC,3,5:00,Leonard Garcia,Nam Phan
"December 04, 2010",Lightweight,SUB,1,2:03,Cody McKenzie,Aaron Wilkinson
"December 04, 2010",Featherweight,U-DEC,3,5:00,Ian Loveland,Tyler Toner
"December 04, 2010",Lightweight,U-DEC,3,5:00,Kyle Watson,Sako Chivitchian
"December 04, 2010",Bantamweight,SUB,3,4:33,Nick Pace,Will Campuzano
"December 04, 2010",Featherweight,KO/TKO,1,0:51,Pablo Garza,Fredson Paixao
"December 04, 2010",Middleweight,U-DEC,3,5:00,David Branch,Rich Attonito
"November 20, 2010",Light Heavyweight,S-DEC,3,5:00,Quinton Jackson,Lyoto Machida
"November 20, 2010",Welterweight,KO/TKO,1,0:21,BJ Penn,Matt Hughes
"November 20, 2010",Middleweight,U-DEC,3,5:00,Maiquel Falcao,Gerald Harris
"November 20, 2010",Light Heavyweight,SUB,2,2:55,Phil Davis,Tim Boetsch
"November 20, 2010",Lightweight,SUB,2,2:43,George Sotiropoulos,Joe Lauzon
"November 20, 2010",Welterweight,SUB,2,2:11,Brian Foster,Matt Brown
"November 20, 2010",Middleweight,U-DEC,3,5:00,Mark Munoz,Aaron Simpson
"November 20, 2010",Welterweight,KO/TKO,1,1:47,Dennis Hallman,Karo Parisyan
"November 20, 2010",Lightweight,KO/TKO,3,0:26,Edson Barboza,Mike Lullo
"November 20, 2010",Lightweight,KO/TKO,2,3:16,Paul Kelly,TJ O'Brien
"November 20, 2010",Lightweight,S-DEC,3,5:00,Nik Lentz,Tyson Griffin
"November 13, 2010",Middleweight,U-DEC,3,5:00,Yushin Okami,Nate Marquardt
"November 13, 2010",Lightweight,SUB,1,3:37,Dennis Siver,Andre Winner
"November 13, 2010",Welterweight,U-DEC,3,5:00,Amir Sadollah,Peter Sobotta
"November 13, 2010",Light Heavyweight,U-DEC,3,5:00,Krzysztof Soszynski,Goran Reljic
"November 13, 2010",Welterweight,S-DEC,3,5:00,Duane Ludwig,Nick Osipczak
"November 13, 2010",Light Heavyweight,KO/TKO,1,2:20,Vladimir Matyushenko,Alexandre Ferreira
"November 13, 2010",Welterweight,U-DEC,3,5:00,Pascal Krauss,Mark Scanlon
"November 13, 2010",Middleweight,SUB,2,1:33,Kyle Noke,Rob Kimmons
"November 13, 2010",Light Heavyweight,KO/TKO,1,3:46,Karlos Vemola,Seth Petruzelli
"November 13, 2010",Welterweight,SUB,1,2:21,Carlos Eduardo Rocha,Kris McCray
"October 23, 2010",Heavyweight,KO/TKO,1,4:12,Cain Velasquez,Brock Lesnar
"October 23, 2010",Welterweight,S-DEC,3,5:00,Jake Shields,Martin Kampmann
"October 23, 2010",Welterweight,U-DEC,3,5:00,Diego Sanchez,Paulo Thiago
"October 23, 2010",Light Heavyweight,U-DEC,3,5:00,Matt Hamill,Tito Ortiz
"October 23, 2010",Heavyweight,U-DEC,3,5:00,Brendan Schaub,Gabriel Gonzaga
"October 23, 2010",Middleweight,SUB,3,1:21,Court McGee,Ryan Jensen
"October 23, 2010",Middleweight,U-DEC,3,5:00,Tom Lawlor,Patrick Cote
"October 23, 2010",Welterweight,SUB,1,1:13,Daniel Roberts,Mike Guymon
"October 23, 2010",Lightweight,S-DEC,3,5:00,Sam Stout,Paul Taylor
"October 23, 2010",Middleweight,S-DEC,3,5:00,Chris Camozzi,Dongi Yang
"October 23, 2010",Heavyweight,KO/TKO,1,1:48,Jon Madsen,Gilbert Yvel
"October 16, 2010",Middleweight,U-DEC,3,5:00,Michael Bisping,Yoshihiro Akiyama
"October 16, 2010",Welterweight,KO/TKO,1,4:27,Carlos Condit,Dan Hardy
"October 16, 2010",Welterweight,U-DEC,3,5:00,Mike Pyle,John Hathaway
"October 16, 2010",Heavyweight,U-DEC,3,5:00,Cheick Kongo,Travis Browne
"October 16, 2010",Welterweight,U-DEC,3,5:00,Claude Patrick,James Wilks
"October 16, 2010",Light Heavyweight,SUB,2,2:41,Alexander Gustafsson,Cyrille Diabate
"October 16, 2010",Heavyweight,SUB,3,1:43,Rob Broughton,Vinicius Queiroz
"October 16, 2010",Lightweight,SUB,1,4:45,Paul Sass,Mark Holst
"October 16, 2010",Lightweight,U-DEC,3,5:00,Spencer Fisher,Curt Warburton
"October 16, 2010",Light Heavyweight,KO/TKO,3,0:48,Fabio Maldonado,James McSweeney
"September 25, 2010",Heavyweight,KO/TKO,3,4:02,Frank Mir,Mirko Filipovic
"September 25, 2010",Light Heavyweight,U-DEC,3,5:00,Ryan Bader,Rogerio Nogueira
"September 25, 2010",Welterweight,U-DEC,3,5:00,Chris Lytle,Matt Serra
"September 25, 2010",Lightweight,S-DEC,3,5:00,Sean Sherk,Evan Dunham
"September 25, 2010",Lightweight,S-DEC,3,5:00,Melvin Guillard,Jeremy Stephens
"September 25, 2010",Middleweight,SUB,1,2:13,CB Dollaway,Joe Doerksen
"September 25, 2010",Heavyweight,U-DEC,3,5:00,Matt Mitrione,Joey Beltran
"September 25, 2010",Lightweight,SUB,1,3:47,Thiago Tavares,Pat Audinwood
"September 25, 2010",Lightweight,S-DEC,3,5:00,Waylon Lowe,Steve Lopez
"September 25, 2010",Welterweight,U-DEC,3,5:00,TJ Grant,Julio Paulino
"September 25, 2010",Heavyweight,SUB,1,1:03,Sean McCorkle,Mark Hunt
"September 15, 2010",Middleweight,KO/TKO,1,3:28,Nate Marquardt,Rousimar Palhares
"September 15, 2010",Lightweight,SUB,3,2:25,Charles Oliveira,Efrain Escudero
"September 15, 2010",Lightweight,U-DEC,3,5:00,Jim Miller,Gleison Tibau
"September 15, 2010",Lightweight,SUB,2,1:49,Cole Miller,Ross Pearson
"September 15, 2010",Lightweight,U-DEC,3,5:00,Yves Edwards,John Gunderson
"September 15, 2010",Light Heavyweight,U-DEC,3,5:00,Kyle Kingsbury,Jared Hamman
"September 15, 2010",Middleweight,U-DEC,3,5:00,David Branch,Tomasz Drwal
"September 15, 2010",Middleweight,U-DEC,3,5:00,Rich Attonito,Rafael Natal
"September 15, 2010",Welterweight,U-DEC,3,5:00,TJ Waldburger,David Mitchell
"September 15, 2010",Welterweight,KO/TKO,1,1:07,Brian Foster,Forrest Petz
"August 28, 2010",Lightweight,U-DEC,5,5:00,Frankie Edgar,BJ Penn
